nazione,anno,classificazione_settore,variazione_settore_annua
NL,2024,Legal and accounting activities; activities of head offices; management consultancy activities; architectural and engineering activities; technical testing and analysis,2.7
NL,2015,Manufacture of basic metals,-1.0
NL,2016,Manufacture of basic metals,1.3
NL,2017,Manufacture of basic metals,3.1
NL,2018,Manufacture of basic metals,6.8
NL,2019,Manufacture of basic metals,1.7
NL,2020,Manufacture of basic metals,-5.5
NL,2021,Manufacture of basic metals,-4.7
NL,2022,Manufacture of basic metals,0.5
NL,2023,Manufacture of basic metals,0.6
NL,2024,Manufacture of basic metals,-2.0
NL,2015,"Manufacture of basic metals and fabricated metal products, except machinery and equipment",0.8
NL,2016,"Manufacture of basic metals and fabricated metal products, except machinery and equipment",1.2
NL,2017,"Manufacture of basic metals and fabricated metal products, except machinery and equipment",0.4
NL,2018,"Manufacture of basic metals and fabricated metal products, except machinery and equipment",2.5
NL,2019,"Manufacture of basic metals and fabricated metal products, except machinery and equipment",2.3
NL,2020,"Manufacture of basic metals and fabricated metal products, except machinery and equipment",-2.6
NL,2021,"Manufacture of basic metals and fabricated metal products, except machinery and equipment",0.5
NL,2022,"Manufacture of basic metals and fabricated metal products, except machinery and equipment",0.3
NL,2023,"Manufacture of basic metals and fabricated metal products, except machinery and equipment",-0.1
NL,2024,"Manufacture of basic metals and fabricated metal products, except machinery and equipment",-0.6
NL,2015,Manufacture of basic pharmaceutical products and pharmaceutical preparations,2.9
NL,2016,Manufacture of basic pharmaceutical products and pharmaceutical preparations,2.9
NL,2017,Manufacture of basic pharmaceutical products and pharmaceutical preparations,3.3
NL,2018,Manufacture of basic pharmaceutical products and pharmaceutical preparations,3.6
NL,2019,Manufacture of basic pharmaceutical products and pharmaceutical preparations,6.1
NL,2020,Manufacture of basic pharmaceutical products and pharmaceutical preparations,9.6
NL,2021,Manufacture of basic pharmaceutical products and pharmaceutical preparations,9.5
NL,2022,Manufacture of basic pharmaceutical products and pharmaceutical preparations,2.2
NL,2023,Manufacture of basic pharmaceutical products and pharmaceutical preparations,6.4
NL,2024,Manufacture of basic pharmaceutical products and pharmaceutical preparations,4.2
NL,2015,Manufacture of chemicals and chemical products,-0.8
NL,2016,Manufacture of chemicals and chemical products,0.9
NL,2017,Manufacture of chemicals and chemical products,1.1
NL,2018,Manufacture of chemicals and chemical products,1.2
NL,2019,Manufacture of chemicals and chemical products,1.8
NL,2020,Manufacture of chemicals and chemical products,-2.0
NL,2021,Manufacture of chemicals and chemical products,-0.7
NL,2022,Manufacture of chemicals and chemical products,2.0
NL,2023,Manufacture of chemicals and chemical products,4.0
NL,2024,Manufacture of chemicals and chemical products,1.6
NL,2015,Manufacture of coke and refined petroleum products,-1.6
NL,2016,Manufacture of coke and refined petroleum products,2.3
NL,2017,Manufacture of coke and refined petroleum products,-0.7
NL,2018,Manufacture of coke and refined petroleum products,2.0
NL,2019,Manufacture of coke and refined petroleum products,2.4
NL,2020,Manufacture of coke and refined petroleum products,-8.1
NL,2021,Manufacture of coke and refined petroleum products,1.1
NL,2022,Manufacture of coke and refined petroleum products,-4.2
NL,2023,Manufacture of coke and refined petroleum products,3.5
NL,2024,Manufacture of coke and refined petroleum products,4.5
NL,2015,"Manufacture of computer, electronic and optical products",-1.6
NL,2016,"Manufacture of computer, electronic and optical products",-3.0
NL,2017,"Manufacture of computer, electronic and optical products",-1.5
NL,2018,"Manufacture of computer, electronic and optical products",6.4
NL,2019,"Manufacture of computer, electronic and optical products",4.6
NL,2020,"Manufacture of computer, electronic and optical products",-1.5
NL,2021,"Manufacture of computer, electronic and optical products",2.9
NL,2022,"Manufacture of computer, electronic and optical products",0.2
NL,2023,"Manufacture of computer, electronic and optical products",2.4
NL,2024,"Manufacture of computer, electronic and optical products",3.5
NL,2015,Manufacture of electrical equipment,-2.2
NL,2016,Manufacture of electrical equipment,6.3
NL,2017,Manufacture of electrical equipment,-6.0
NL,2018,Manufacture of electrical equipment,6.0
NL,2019,Manufacture of electrical equipment,-0.7
NL,2020,Manufacture of electrical equipment,-4.5
NL,2021,Manufacture of electrical equipment,8.2
NL,2022,Manufacture of electrical equipment,4.9
NL,2023,Manufacture of electrical equipment,3.9
NL,2024,Manufacture of electrical equipment,-0.8
NL,2015,"Manufacture of fabricated metal products, except machinery and equipment",1.2
NL,2016,"Manufacture of fabricated metal products, except machinery and equipment",1.2
NL,2017,"Manufacture of fabricated metal products, except machinery and equipment",-0.2
NL,2018,"Manufacture of fabricated metal products, except machinery and equipment",1.5
NL,2019,"Manufacture of fabricated metal products, except machinery and equipment",2.4
NL,2020,"Manufacture of fabricated metal products, except machinery and equipment",-1.9
NL,2021,"Manufacture of fabricated metal products, except machinery and equipment",1.7
NL,2022,"Manufacture of fabricated metal products, except machinery and equipment",0.2
NL,2023,"Manufacture of fabricated metal products, except machinery and equipment",-0.3
NL,2024,"Manufacture of fabricated metal products, except machinery and equipment",-0.3
NL,2015,Manufacture of food products; beverages and tobacco products,-0.2
NL,2016,Manufacture of food products; beverages and tobacco products,2.1
NL,2017,Manufacture of food products; beverages and tobacco products,1.9
NL,2018,Manufacture of food products; beverages and tobacco products,1.5
NL,2019,Manufacture of food products; beverages and tobacco products,3.8
NL,2020,Manufacture of food products; beverages and tobacco products,0.5
NL,2021,Manufacture of food products; beverages and tobacco products,1.2
NL,2022,Manufacture of food products; beverages and tobacco products,-0.1
NL,2023,Manufacture of food products; beverages and tobacco products,2.3
NL,2024,Manufacture of food products; beverages and tobacco products,0.4
NL,2015,"Manufacture of furniture; jewellery, musical instruments, toys; repair and installation of machinery and equipment",1.9
NL,2016,"Manufacture of furniture; jewellery, musical instruments, toys; repair and installation of machinery and equipment",3.7
NL,2017,"Manufacture of furniture; jewellery, musical instruments, toys; repair and installation of machinery and equipment",3.8
NL,2018,"Manufacture of furniture; jewellery, musical instruments, toys; repair and installation of machinery and equipment",2.7
NL,2019,"Manufacture of furniture; jewellery, musical instruments, toys; repair and installation of machinery and equipment",3.9
NL,2020,"Manufacture of furniture; jewellery, musical instruments, toys; repair and installation of machinery and equipment",-4.7
NL,2021,"Manufacture of furniture; jewellery, musical instruments, toys; repair and installation of machinery and equipment",3.8
NL,2022,"Manufacture of furniture; jewellery, musical instruments, toys; repair and installation of machinery and equipment",4.0
NL,2023,"Manufacture of furniture; jewellery, musical instruments, toys; repair and installation of machinery and equipment",1.1
NL,2024,"Manufacture of furniture; jewellery, musical instruments, toys; repair and installation of machinery and equipment",2.4
NL,2015,Manufacture of furniture; other manufacturing,1.8
NL,2016,Manufacture of furniture; other manufacturing,5.3
NL,2017,Manufacture of furniture; other manufacturing,2.6
NL,2018,Manufacture of furniture; other manufacturing,0.4
NL,2019,Manufacture of furniture; other manufacturing,3.0
NL,2020,Manufacture of furniture; other manufacturing,-3.1
NL,2021,Manufacture of furniture; other manufacturing,6.5
NL,2022,Manufacture of furniture; other manufacturing,5.5
NL,2023,Manufacture of furniture; other manufacturing,-1.8
NL,2024,Manufacture of furniture; other manufacturing,0.8
NL,2015,Manufacture of machinery and equipment n.e.c.,-0.7
NL,2016,Manufacture of machinery and equipment n.e.c.,1.7
NL,2017,Manufacture of machinery and equipment n.e.c.,2.2
NL,2018,Manufacture of machinery and equipment n.e.c.,1.1
NL,2019,Manufacture of machinery and equipment n.e.c.,5.2
NL,2020,Manufacture of machinery and equipment n.e.c.,-5.6
NL,2021,Manufacture of machinery and equipment n.e.c.,8.9
NL,2022,Manufacture of machinery and equipment n.e.c.,3.4
NL,2023,Manufacture of machinery and equipment n.e.c.,4.1
NL,2024,Manufacture of machinery and equipment n.e.c.,2.4
NL,2015,"Manufacture of motor vehicles, trailers and semi-trailers",8.6
NL,2016,"Manufacture of motor vehicles, trailers and semi-trailers",5.5
NL,2017,"Manufacture of motor vehicles, trailers and semi-trailers",4.5
NL,2018,"Manufacture of motor vehicles, trailers and semi-trailers",13.6
NL,2019,"Manufacture of motor vehicles, trailers and semi-trailers",3.2
NL,2020,"Manufacture of motor vehicles, trailers and semi-trailers",-25.0
NL,2021,"Manufacture of motor vehicles, trailers and semi-trailers",21.2
NL,2022,"Manufacture of motor vehicles, trailers and semi-trailers",2.5
NL,2023,"Manufacture of motor vehicles, trailers and semi-trailers",-0.5
NL,2024,"Manufacture of motor vehicles, trailers and semi-trailers",-7.5
NL,2015,"Manufacture of motor vehicles, trailers, semi-trailers and of other transport equipment",3.5
NL,2016,"Manufacture of motor vehicles, trailers, semi-trailers and of other transport equipment",2.2
NL,2017,"Manufacture of motor vehicles, trailers, semi-trailers and of other transport equipment",1.4
NL,2018,"Manufacture of motor vehicles, trailers, semi-trailers and of other transport equipment",8.2
NL,2019,"Manufacture of motor vehicles, trailers, semi-trailers and of other transport equipment",4.4
NL,2020,"Manufacture of motor vehicles, trailers, semi-trailers and of other transport equipment",-15.7
NL,2021,"Manufacture of motor vehicles, trailers, semi-trailers and of other transport equipment",9.5
NL,2022,"Manufacture of motor vehicles, trailers, semi-trailers and of other transport equipment",1.3
NL,2023,"Manufacture of motor vehicles, trailers, semi-trailers and of other transport equipment",1.3
NL,2024,"Manufacture of motor vehicles, trailers, semi-trailers and of other transport equipment",-2.6
NL,2015,Manufacture of other non-metallic mineral products,-2.5
NL,2016,Manufacture of other non-metallic mineral products,0.6
NL,2017,Manufacture of other non-metallic mineral products,2.0
NL,2018,Manufacture of other non-metallic mineral products,4.1
NL,2019,Manufacture of other non-metallic mineral products,1.2
NL,2020,Manufacture of other non-metallic mineral products,-1.2
NL,2021,Manufacture of other non-metallic mineral products,2.1
NL,2022,Manufacture of other non-metallic mineral products,-0.3
NL,2023,Manufacture of other non-metallic mineral products,-2.4
NL,2024,Manufacture of other non-metallic mineral products,-2.5
NL,2015,Manufacture of other transport equipment,-1.3
NL,2016,Manufacture of other transport equipment,-1.1
NL,2017,Manufacture of other transport equipment,-2.0
NL,2018,Manufacture of other transport equipment,2.0
NL,2019,Manufacture of other transport equipment,6.0
NL,2020,Manufacture of other transport equipment,-3.9
NL,2021,Manufacture of other transport equipment,-2.0
NL,2022,Manufacture of other transport equipment,-0.3
NL,2023,Manufacture of other transport equipment,3.5
NL,2024,Manufacture of other transport equipment,3.4
NL,2015,Manufacture of paper and paper products,-2.8
NL,2016,Manufacture of paper and paper products,0.2
NL,2017,Manufacture of paper and paper products,-0.5
NL,2018,Manufacture of paper and paper products,6.7
NL,2019,Manufacture of paper and paper products,1.9
NL,2020,Manufacture of paper and paper products,-7.2
NL,2021,Manufacture of paper and paper products,5.1
NL,2022,Manufacture of paper and paper products,-1.9
NL,2023,Manufacture of paper and paper products,2.2
NL,2024,Manufacture of paper and paper products,-2.3
NL,2015,Manufacture of rubber and plastic products,2.1
NL,2016,Manufacture of rubber and plastic products,3.0
NL,2017,Manufacture of rubber and plastic products,2.6
NL,2018,Manufacture of rubber and plastic products,-2.2
NL,2019,Manufacture of rubber and plastic products,1.8
NL,2020,Manufacture of rubber and plastic products,-11.2
NL,2021,Manufacture of rubber and plastic products,6.5
NL,2022,Manufacture of rubber and plastic products,6.9
NL,2023,Manufacture of rubber and plastic products,-0.9
NL,2024,Manufacture of rubber and plastic products,-1.8
NL,2015,Manufacture of rubber and plastic products and other non-metallic mineral products,0.1
NL,2016,Manufacture of rubber and plastic products and other non-metallic mineral products,2.0
NL,2017,Manufacture of rubber and plastic products and other non-metallic mineral products,2.4
NL,2018,Manufacture of rubber and plastic products and other non-metallic mineral products,0.3
NL,2019,Manufacture of rubber and plastic products and other non-metallic mineral products,1.6
NL,2020,Manufacture of rubber and plastic products and other non-metallic mineral products,-7.0
NL,2021,Manufacture of rubber and plastic products and other non-metallic mineral products,4.5
NL,2022,Manufacture of rubber and plastic products and other non-metallic mineral products,3.8
NL,2023,Manufacture of rubber and plastic products and other non-metallic mineral products,-1.5
NL,2024,Manufacture of rubber and plastic products and other non-metallic mineral products,-2.1
NL,2015,"Manufacture of textiles, wearing apparel, leather and related products",-0.2
NL,2016,"Manufacture of textiles, wearing apparel, leather and related products",0.8
NL,2017,"Manufacture of textiles, wearing apparel, leather and related products",-1.8
NL,2018,"Manufacture of textiles, wearing apparel, leather and related products",3.2
NL,2019,"Manufacture of textiles, wearing apparel, leather and related products",0.9
NL,2020,"Manufacture of textiles, wearing apparel, leather and related products",-4.9
NL,2021,"Manufacture of textiles, wearing apparel, leather and related products",3.0
NL,2022,"Manufacture of textiles, wearing apparel, leather and related products",-0.2
NL,2023,"Manufacture of textiles, wearing apparel, leather and related products",0.0
NL,2024,"Manufacture of textiles, wearing apparel, leather and related products",0.1
NL,2015,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",3.7
NL,2016,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",5.4
NL,2017,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",2.3
NL,2018,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",0.9
NL,2019,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",3.9
NL,2020,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",2.4
NL,2021,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",6.7
NL,2022,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",1.8
NL,2023,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",0.8
NL,2024,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",-0.8
NL,2015,"Manufacture of wood, paper, printing and reproduction",-2.4
NL,2016,"Manufacture of wood, paper, printing and reproduction",1.2
NL,2017,"Manufacture of wood, paper, printing and reproduction",-2.2
NL,2018,"Manufacture of wood, paper, printing and reproduction",-1.7
NL,2019,"Manufacture of wood, paper, printing and reproduction",0.3
NL,2020,"Manufacture of wood, paper, printing and reproduction",-5.2
NL,2021,"Manufacture of wood, paper, printing and reproduction",4.8
NL,2022,"Manufacture of wood, paper, printing and reproduction",-0.3
NL,2023,"Manufacture of wood, paper, printing and reproduction",0.1
NL,2024,"Manufacture of wood, paper, printing and reproduction",-1.7
NL,2015,Manufacturing,0.1
NL,2016,Manufacturing,1.9
NL,2017,Manufacturing,1.1
NL,2018,Manufacturing,2.2
NL,2019,Manufacturing,3.1
NL,2020,Manufacturing,-3.8
NL,2021,Manufacturing,3.7
NL,2022,Manufacturing,1.6
NL,2023,Manufacturing,1.7
NL,2024,Manufacturing,0.6
NL,2015,Mining and quarrying,-0.1
NL,2016,Mining and quarrying,-6.5
NL,2017,Mining and quarrying,-14.0
NL,2018,Mining and quarrying,-6.3
NL,2019,Mining and quarrying,-1.4
NL,2020,Mining and quarrying,-6.0
NL,2021,Mining and quarrying,-2.1
NL,2022,Mining and quarrying,0.4
NL,2023,Mining and quarrying,2.9
NL,2024,Mining and quarrying,1.9
NL,2015,"Motion picture, video, television programme production; programming and broadcasting activities",1.9
NL,2016,"Motion picture, video, television programme production; programming and broadcasting activities",4.2
NL,2017,"Motion picture, video, television programme production; programming and broadcasting activities",4.2
NL,2018,"Motion picture, video, television programme production; programming and broadcasting activities",3.1
NL,2019,"Motion picture, video, television programme production; programming and broadcasting activities",4.8
NL,2020,"Motion picture, video, television programme production; programming and broadcasting activities",-2.9
NL,2021,"Motion picture, video, television programme production; programming and broadcasting activities",7.5
NL,2022,"Motion picture, video, television programme production; programming and broadcasting activities",2.5
NL,2023,"Motion picture, video, television programme production; programming and broadcasting activities",1.1
NL,2024,"Motion picture, video, television programme production; programming and broadcasting activities",0.6
NL,2015,Other personal service activities,2.9
NL,2016,Other personal service activities,5.3
NL,2017,Other personal service activities,2.4
NL,2018,Other personal service activities,0.9
NL,2019,Other personal service activities,4.5
NL,2020,Other personal service activities,-10.5
NL,2021,Other personal service activities,10.5
NL,2022,Other personal service activities,-2.7
NL,2023,Other personal service activities,1.3
NL,2024,Other personal service activities,1.8
NL,2015,"Other professional, scientific and technical activities; veterinary activities",9.4
NL,2016,"Other professional, scientific and technical activities; veterinary activities",1.3
NL,2017,"Other professional, scientific and technical activities; veterinary activities",3.1
NL,2018,"Other professional, scientific and technical activities; veterinary activities",5.6
NL,2019,"Other professional, scientific and technical activities; veterinary activities",6.3
NL,2020,"Other professional, scientific and technical activities; veterinary activities",-5.8
NL,2021,"Other professional, scientific and technical activities; veterinary activities",15.4
NL,2022,"Other professional, scientific and technical activities; veterinary activities",5.7
NL,2023,"Other professional, scientific and technical activities; veterinary activities",2.9
NL,2024,"Other professional, scientific and technical activities; veterinary activities",1.5
NL,2015,Other service activities,0.9
NL,2016,Other service activities,4.2
NL,2017,Other service activities,2.5
NL,2018,Other service activities,0.9
NL,2019,Other service activities,3.0
NL,2020,Other service activities,-7.7
NL,2021,Other service activities,7.7
NL,2022,Other service activities,-2.1
NL,2023,Other service activities,1.7
NL,2024,Other service activities,1.9
NL,2015,Postal and courier activities,-4.8
NL,2016,Postal and courier activities,-1.6
NL,2017,Postal and courier activities,0.5
NL,2018,Postal and courier activities,5.3
NL,2019,Postal and courier activities,1.9
NL,2020,Postal and courier activities,-3.8
NL,2021,Postal and courier activities,5.0
NL,2022,Postal and courier activities,0.6
NL,2023,Postal and courier activities,-1.0
NL,2024,Postal and courier activities,-1.6
NL,2015,Printing and reproduction of recorded media,-5.6
NL,2016,Printing and reproduction of recorded media,-0.8
NL,2017,Printing and reproduction of recorded media,-6.7
NL,2018,Printing and reproduction of recorded media,-10.8
NL,2019,Printing and reproduction of recorded media,-4.3
NL,2020,Printing and reproduction of recorded media,-9.9
NL,2021,Printing and reproduction of recorded media,2.3
NL,2022,Printing and reproduction of recorded media,-0.8
NL,2023,Printing and reproduction of recorded media,-3.1
NL,2024,Printing and reproduction of recorded media,-2.1
NL,2015,"Professional, scientific and technical activities",3.4
NL,2016,"Professional, scientific and technical activities",3.1
NL,2017,"Professional, scientific and technical activities",1.5
NL,2018,"Professional, scientific and technical activities",2.7
NL,2019,"Professional, scientific and technical activities",2.5
NL,2020,"Professional, scientific and technical activities",-0.8
NL,2021,"Professional, scientific and technical activities",5.6
NL,2022,"Professional, scientific and technical activities",3.5
NL,2023,"Professional, scientific and technical activities",3.3
NL,2024,"Professional, scientific and technical activities",1.8
NL,2015,"Professional, scientific and technical activities; administrative and support service activities",5.1
NL,2016,"Professional, scientific and technical activities; administrative and support service activities",4.9
NL,2017,"Professional, scientific and technical activities; administrative and support service activities",4.9
NL,2018,"Professional, scientific and technical activities; administrative and support service activities",3.9
NL,2019,"Professional, scientific and technical activities; administrative and support service activities",1.4
NL,2020,"Professional, scientific and technical activities; administrative and support service activities",-6.2
NL,2021,"Professional, scientific and technical activities; administrative and support service activities",5.7
NL,2022,"Professional, scientific and technical activities; administrative and support service activities",4.2
NL,2023,"Professional, scientific and technical activities; administrative and support service activities",-0.1
NL,2024,"Professional, scientific and technical activities; administrative and support service activities",-0.5
NL,2015,Public administration and defence; compulsory social security,-2.6
NL,2016,Public administration and defence; compulsory social security,-1.6
NL,2017,Public administration and defence; compulsory social security,-0.7
NL,2018,Public administration and defence; compulsory social security,1.3
NL,2019,Public administration and defence; compulsory social security,2.4
NL,2020,Public administration and defence; compulsory social security,2.0
NL,2021,Public administration and defence; compulsory social security,2.6
NL,2022,Public administration and defence; compulsory social security,0.4
NL,2023,Public administration and defence; compulsory social security,1.4
NL,2024,Public administration and defence; compulsory social security,4.3
NL,2015,"Public administration, defence, education, human health and social work activities",-1.1
NL,2016,"Public administration, defence, education, human health and social work activities",0.6
NL,2017,"Public administration, defence, education, human health and social work activities",1.4
NL,2018,"Public administration, defence, education, human health and social work activities",2.2
NL,2019,"Public administration, defence, education, human health and social work activities",3.4
NL,2020,"Public administration, defence, education, human health and social work activities",0.5
NL,2021,"Public administration, defence, education, human health and social work activities",4.7
NL,2022,"Public administration, defence, education, human health and social work activities",1.6
NL,2023,"Public administration, defence, education, human health and social work activities",1.8
NL,2024,"Public administration, defence, education, human health and social work activities",2.8
NL,2015,Publishing activities,-3.8
NL,2016,Publishing activities,-3.3
NL,2017,Publishing activities,-0.6
NL,2018,Publishing activities,-2.2
NL,2019,Publishing activities,-3.0
NL,2020,Publishing activities,-2.9
NL,2021,Publishing activities,-1.7
NL,2022,Publishing activities,-2.5
NL,2023,Publishing activities,-0.9
NL,2024,Publishing activities,-4.8
NL,2015,"Publishing, motion picture, video, television programme production; sound recording, programming and broadcasting activities",-0.8
NL,2016,"Publishing, motion picture, video, television programme production; sound recording, programming and broadcasting activities",0.8
NL,2017,"Publishing, motion picture, video, television programme production; sound recording, programming and broadcasting activities",2.1
NL,2018,"Publishing, motion picture, video, television programme production; sound recording, programming and broadcasting activities",0.9
NL,2019,"Publishing, motion picture, video, television programme production; sound recording, programming and broadcasting activities",1.7
NL,2020,"Publishing, motion picture, video, television programme production; sound recording, programming and broadcasting activities",-2.9
NL,2021,"Publishing, motion picture, video, television programme production; sound recording, programming and broadcasting activities",3.9
NL,2022,"Publishing, motion picture, video, television programme production; sound recording, programming and broadcasting activities",0.7
NL,2023,"Publishing, motion picture, video, television programme production; sound recording, programming and broadcasting activities",0.4
NL,2024,"Publishing, motion picture, video, television programme production; sound recording, programming and broadcasting activities",-1.3
NL,2015,Real estate activities,-1.0
NL,2016,Real estate activities,1.2
NL,2017,Real estate activities,2.1
NL,2018,Real estate activities,0.2
NL,2019,Real estate activities,0.6
NL,2020,Real estate activities,-0.3
NL,2021,Real estate activities,3.4
NL,2022,Real estate activities,1.6
NL,2023,Real estate activities,2.0
NL,2024,Real estate activities,2.0
NL,2015,Rental and leasing activities,3.1
NL,2016,Rental and leasing activities,3.0
NL,2017,Rental and leasing activities,5.1
NL,2018,Rental and leasing activities,7.6
NL,2019,Rental and leasing activities,3.9
NL,2020,Rental and leasing activities,-7.3
NL,2021,Rental and leasing activities,-2.1
NL,2022,Rental and leasing activities,6.5
NL,2023,Rental and leasing activities,5.0
NL,2024,Rental and leasing activities,-0.5
NL,2015,Repair and installation of machinery and equipment,1.9
NL,2016,Repair and installation of machinery and equipment,2.3
NL,2017,Repair and installation of machinery and equipment,4.9
NL,2018,Repair and installation of machinery and equipment,4.8
NL,2019,Repair and installation of machinery and equipment,4.7
NL,2020,Repair and installation of machinery and equipment,-6.1
NL,2021,Repair and installation of machinery and equipment,1.3
NL,2022,Repair and installation of machinery and equipment,2.6
NL,2023,Repair and installation of machinery and equipment,3.8
NL,2024,Repair and installation of machinery and equipment,3.9
NL,2015,Repair of computers and personal and household goods,2.2
NL,2016,Repair of computers and personal and household goods,4.6
NL,2017,Repair of computers and personal and household goods,3.0
NL,2018,Repair of computers and personal and household goods,-1.9
NL,2019,Repair of computers and personal and household goods,-4.8
NL,2020,Repair of computers and personal and household goods,-6.0
NL,2021,Repair of computers and personal and household goods,4.9
NL,2022,Repair of computers and personal and household goods,-2.2
NL,2023,Repair of computers and personal and household goods,-1.5
NL,2024,Repair of computers and personal and household goods,0.9
NL,2015,Residential care activities and social work activities without accommodation,-1.8
NL,2016,Residential care activities and social work activities without accommodation,0.7
NL,2017,Residential care activities and social work activities without accommodation,2.6
NL,2018,Residential care activities and social work activities without accommodation,2.6
NL,2019,Residential care activities and social work activities without accommodation,6.3
NL,2020,Residential care activities and social work activities without accommodation,0.2
NL,2021,Residential care activities and social work activities without accommodation,5.6
NL,2022,Residential care activities and social work activities without accommodation,1.5
NL,2023,Residential care activities and social work activities without accommodation,1.6
NL,2024,Residential care activities and social work activities without accommodation,2.9
NL,2015,"Retail trade, except of motor vehicles and motorcycles",1.6
NL,2016,"Retail trade, except of motor vehicles and motorcycles",1.2
NL,2017,"Retail trade, except of motor vehicles and motorcycles",1.5
NL,2018,"Retail trade, except of motor vehicles and motorcycles",1.7
NL,2019,"Retail trade, except of motor vehicles and motorcycles",1.1
NL,2020,"Retail trade, except of motor vehicles and motorcycles",-4.1
NL,2021,"Retail trade, except of motor vehicles and motorcycles",1.6
NL,2022,"Retail trade, except of motor vehicles and motorcycles",5.9
NL,2023,"Retail trade, except of motor vehicles and motorcycles",0.4
NL,2024,"Retail trade, except of motor vehicles and motorcycles",-0.2
NL,2015,Scientific research and development,7.9
NL,2016,Scientific research and development,3.9
NL,2017,Scientific research and development,5.1
NL,2018,Scientific research and development,1.1
NL,2019,Scientific research and development,3.5
NL,2020,Scientific research and development,7.6
NL,2021,Scientific research and development,5.4
NL,2022,Scientific research and development,4.7
NL,2023,Scientific research and development,-0.9
NL,2024,Scientific research and development,-2.9
NL,2015,"Security and investigation, service and landscape, office administrative and support activities",0.7
NL,2016,"Security and investigation, service and landscape, office administrative and support activities",1.9
NL,2017,"Security and investigation, service and landscape, office administrative and support activities",2.0
NL,2018,"Security and investigation, service and landscape, office administrative and support activities",2.7
NL,2019,"Security and investigation, service and landscape, office administrative and support activities",2.8
NL,2020,"Security and investigation, service and landscape, office administrative and support activities",-4.3
NL,2021,"Security and investigation, service and landscape, office administrative and support activities",6.4
NL,2022,"Security and investigation, service and landscape, office administrative and support activities",6.3
NL,2023,"Security and investigation, service and landscape, office administrative and support activities",0.5
NL,2024,"Security and investigation, service and landscape, office administrative and support activities",-0.2
NL,2015,"Sewerage, waste management, remediation activities",-1.0
NL,2016,"Sewerage, waste management, remediation activities",1.0
NL,2017,"Sewerage, waste management, remediation activities",4.5
NL,2018,"Sewerage, waste management, remediation activities",5.0
NL,2019,"Sewerage, waste management, remediation activities",1.1
NL,2020,"Sewerage, waste management, remediation activities",-1.0
NL,2021,"Sewerage, waste management, remediation activities",4.1
NL,2022,"Sewerage, waste management, remediation activities",0.4
NL,2023,"Sewerage, waste management, remediation activities",0.9
NL,2024,"Sewerage, waste management, remediation activities",1.4
NL,2015,Sports activities and amusement and recreation activities,-1.0
NL,2016,Sports activities and amusement and recreation activities,3.9
NL,2017,Sports activities and amusement and recreation activities,4.3
NL,2018,Sports activities and amusement and recreation activities,2.8
NL,2019,Sports activities and amusement and recreation activities,3.1
NL,2020,Sports activities and amusement and recreation activities,-15.7
NL,2021,Sports activities and amusement and recreation activities,3.4
NL,2022,Sports activities and amusement and recreation activities,16.2
NL,2023,Sports activities and amusement and recreation activities,4.2
NL,2024,Sports activities and amusement and recreation activities,3.0
NL,2015,Telecommunications,-2.5
NL,2016,Telecommunications,2.5
NL,2017,Telecommunications,-0.3
NL,2018,Telecommunications,-6.3
NL,2019,Telecommunications,-6.4
NL,2020,Telecommunications,-3.9
NL,2021,Telecommunications,-1.1
NL,2022,Telecommunications,-3.4
NL,2023,Telecommunications,-0.5
NL,2024,Telecommunications,1.1
NL,2015,Total - all NACE activities,0.8
NL,2016,Total - all NACE activities,2.4
NL,2017,Total - all NACE activities,2.3
NL,2018,Total - all NACE activities,2.7
NL,2019,Total - all NACE activities,2.7
NL,2020,Total - all NACE activities,-4.2
NL,2021,Total - all NACE activities,4.6
NL,2022,Total - all NACE activities,3.8
NL,2023,Total - all NACE activities,1.4
NL,2024,Total - all NACE activities,1.3
NL,2015,Transportation and storage,0.3
NL,2016,Transportation and storage,3.0
NL,2017,Transportation and storage,1.3
NL,2018,Transportation and storage,3.1
NL,2019,Transportation and storage,2.9
NL,2020,Transportation and storage,-7.8
NL,2021,Transportation and storage,6.2
NL,2022,Transportation and storage,5.6
NL,2023,Transportation and storage,1.0
NL,2024,Transportation and storage,1.2
NL,2015,"Travel agency, tour operator and other reservation service and related activities",5.4
NL,2016,"Travel agency, tour operator and other reservation service and related activities",4.6
NL,2017,"Travel agency, tour operator and other reservation service and related activities",5.5
NL,2018,"Travel agency, tour operator and other reservation service and related activities",2.1
NL,2019,"Travel agency, tour operator and other reservation service and related activities",1.4
NL,2020,"Travel agency, tour operator and other reservation service and related activities",-18.0
